"ID"	"feed"	"time"	"text1"	"text2"	"TAG"	"Nb_tag_detected"
3117954	"en_USA_nytime_int"	"2014-10-01 02:34:12"	"Tunisia: 27 Presidential Candidates Are Approved"	"Tunisia’s election commission has announced that 27 candidates will be competing in November’s presidential election."	"TUN"	1
3117955	"en_USA_nytime_int"	"2014-10-01 02:34:12"	"East Jerusalem Area Sees Influx of Jewish Settlers"	"Jewish settlers moved early Tuesday into 26 apartments in seven buildings in a politically delicate, predominantly Palestinian neighborhood of East Jerusalem."	"ISR"	1
3117955	"en_USA_nytime_int"	"2014-10-01 02:34:12"	"East Jerusalem Area Sees Influx of Jewish Settlers"	"Jewish settlers moved early Tuesday into 26 apartments in seven buildings in a politically delicate, predominantly Palestinian neighborhood of East Jerusalem."	"PSE"	1
3117956	"en_USA_nytime_int"	"2014-10-01 02:34:12"	"Ukraine: Politician Is Attacked While Campaigning"	"A lawmaker from the party of the ousted Ukrainian president was attacked Tuesday by a crowd in the Black Sea port of Odessa during campaigning for a parliamentary election set for Oct. 26."	"RUS"	1
3117956	"en_USA_nytime_int"	"2014-10-01 02:34:12"	"Ukraine: Politician Is Attacked While Campaigning"	"A lawmaker from the party of the ousted Ukrainian president was attacked Tuesday by a crowd in the Black Sea port of Odessa during campaigning for a parliamentary election set for Oct. 26."	"UKR"	2
3117957	"en_USA_nytime_int"	"2014-10-01 02:34:12"	"Turkey Makes Bid to Expand Military Role"	"The government asked Parliament to authorize incursions into Syria and Iraq and the foreign use of Turkish bases in the fight against the Islamic State."	"IRQ"	1
3117957	"en_USA_nytime_int"	"2014-10-01 02:34:12"	"Turkey Makes Bid to Expand Military Role"	"The government asked Parliament to authorize incursions into Syria and Iraq and the foreign use of Turkish bases in the fight against the Islamic State."	"SYR"	1
3117957	"en_USA_nytime_int"	"2014-10-01 02:34:12"	"Turkey Makes Bid to Expand Military Role"	"The government asked Parliament to authorize incursions into Syria and Iraq and the foreign use of Turkish bases in the fight against the Islamic State."	"TUR"	2
3117958	"en_USA_nytime_int"	"2014-10-01 02:34:12"	"Catalan Leaders Suspend Plan for Ballot on Secession"	"The Catalan government said it would appeal a court order to suspend vote preparations and insisted that its plans for a ballot on independence from Spain were not over."	"ESP"	2
3118309	"en_USA_nytime_int"	"2014-10-01 03:34:12"	"Chinese Web Censors Struggle With Hong Kong Protest"	"The government’s effort to limit information on the Hong Kong protests has been met by clever ways of expressing protest."	"CHN"	1
3118309	"en_USA_nytime_int"	"2014-10-01 03:34:12"	"Chinese Web Censors Struggle With Hong Kong Protest"	"The government’s effort to limit information on the Hong Kong protests has been met by clever ways of expressing protest."	"HKG"	1
3118310	"en_USA_nytime_int"	"2014-10-01 03:34:12"	"For Obama and Indian Leader, a Friendly Stroll if Not a Full Embrace"	"The White House tried to spotlight hopes for working with Prime Minister Narendra Modi while not lavishing full pageantry on a leader who was once barred from entering the United States."	"IND"	2
3118310	"en_USA_nytime_int"	"2014-10-01 03:34:12"	"For Obama and Indian Leader, a Friendly Stroll if Not a Full Embrace"	"The White House tried to spotlight hopes for working with Prime Minister Narendra Modi while not lavishing full pageantry on a leader who was once barred from entering the United States."	"USA"	3
3118311	"en_USA_nytime_int"	"2014-10-01 03:34:12"	"Mending Alliance, U.S. and Afghanistan Sign Long-Term Security Agreement"	"The agreement, long delayed, allows 9,800 American and about 2,000 NATO troops to remain in Afghanistan after the international combat mission formally ends on Dec. 31."	"AFG"	1
3118311	"en_USA_nytime_int"	"2014-10-01 03:34:12"	"Mending Alliance, U.S. and Afghanistan Sign Long-Term Security Agreement"	"The agreement, long delayed, allows 9,800 American and about 2,000 NATO troops to remain in Afghanistan after the international combat mission formally ends on Dec. 31."	"USA"	1
3118312	"en_USA_nytime_int"	"2014-10-01 03:34:12"	"Ebola Is Diagnosed in Texas, First Case Found in the U.S."	"Federal health officials say that hospitals in the United States have expected and prepared for the Ebola virus, for which a man is being treated in Dallas."	"USA"	2
3118313	"en_USA_nytime_int"	"2014-10-01 03:34:12"	"Seeking New Heights in France, National Front Thinks Locally"	"The election of far-right mayors is part of the party’s ambitious plan to build support from the ground up."	"FRA"	1
3118314	"en_USA_nytime_int"	"2014-10-01 03:34:12"	"Europeans Accuse Ireland of Giving Apple Illegal Tax Break"	"A commission laid out its preliminary case over Apple’s taxes in Ireland, and it told the country it may order it to collect huge amounts of back taxes."	"IRL"	1
3118315	"en_USA_nytime_int"	"2014-10-01 03:34:12"	"Europe Tries to Stop Flow Of Citizens Joining Jihad"	"Rising numbers have joined the Islamic State and other groups, prompting fears of domestic terrorism when the fighters return home."	""	NA
3118316	"en_USA_nytime_int"	"2014-10-01 03:34:12"	"Kurds in Iraq’s North Make Gains Against Islamic State"	"Kurdish pesh merga fighters and Iraqi security forces began efforts to drive out the Islamic State from several parts of northern Iraq, including near the Syria border."	"IRQ"	2
3118316	"en_USA_nytime_int"	"2014-10-01 03:34:12"	"Kurds in Iraq’s North Make Gains Against Islamic State"	"Kurdish pesh merga fighters and Iraqi security forces began efforts to drive out the Islamic State from several parts of northern Iraq, including near the Syria border."	"SYR"	1
3118710	"en_USA_nytime_int"	"2014-10-01 04:34:13"	"Kissinger Drew Up Plans to Attack Cuba, Records Show"	"Newly disclosed government documents show that in 1976, Secretary of State Henry A. Kissinger mapped out secret plans to launch airstrikes against Havana and “smash Cuba.”"	"CUB"	2
3118711	"en_USA_nytime_int"	"2014-10-01 04:34:13"	"Obama Approves Plan to Let Children Apply for Refugee Status in Central America"	"The program is aimed at helping to discourage many children from making a long, dangerous trek across Mexico in an attempt to cross into the United States and join their parents."	"MEX"	2
3118711	"en_USA_nytime_int"	"2014-10-01 04:34:13"	"Obama Approves Plan to Let Children Apply for Refugee Status in Central America"	"The program is aimed at helping to discourage many children from making a long, dangerous trek across Mexico in an attempt to cross into the United States and join their parents."	"USA"	2
3118712	"en_USA_nytime_int"	"2014-10-01 04:34:13"	"Hong Kong Protests Are Leaderless but Orderly"	"The crowds on the streets of Hong Kong maintain fastidious attention to hygiene and good manners as they rally for democracy."	"HKG"	1
3118713	"en_USA_nytime_int"	"2014-10-01 04:34:13"	"Kuwait, Fighting Dissent From Within, Uses Citizenship as a Weapon"	"The punishment has raised the fear that new lines are being drawn between loyalty and treason."	"KWT"	2
3118715	"en_USA_nytime_int"	"2014-10-01 04:34:13"	"Nigeria’s Actions Seem to Contain Ebola Outbreak"	"Every known Ebola patient in the country has now died or recovered, and the cure rate was unusually high for an African outbreak."	"NGA"	1
3119155	"en_USA_nytime_int"	"2014-10-01 05:34:14"	"3 Soldiers Are Charged With Homicide in Mexico Killings"	"The three are accused in the June killings of 22 people in western Mexico, Attorney General Jesús Murillo Karam announced on Tuesday."	"MEX"	2
3119156	"en_USA_nytime_int"	"2014-10-01 05:34:14"	"Sinosphere Blog: Pigeons Said to Undergo ‘Anal Security Check’ for Chinese National Day"	"Tight security ahead of National Day led to some surprising measures, according to a tweet by the Communist Party flagship newspaper. And Jiang Zemin, a former president, made a second, rare appearance in public."	"CHN"	1
3119161	"en_USA_nytime_int"	"2014-10-01 05:34:14"	"Op-Ed Contributor: Dying Without Morphine"	"Why is it so hard to get pain relief in the developing world?"	""	NA
3119547	"en_USA_nytime_int"	"2014-10-01 06:34:14"	"Op-Ed Contributor: The Destruction of Mecca"	"The Saudis have bulldozed centuries of beauty and diversity in Islam’s holiest city."	"STP"	1
3121968	"en_USA_nytime_int"	"2014-10-01 11:34:17"	"Hong Kong Government’s Strategy on Protesters: Wait Them Out"	"The city’s top leader and his aides are said to hope that the disruption will eventually turn the public against the pro-democracy protests, which swelled further on Wednesday."	"HKG"	1
3123317	"en_USA_nytime_int"	"2014-10-01 13:34:31"	"For Hong Kong Leader, Pressure Builds From Both Sides"	"Leung Chun-ying is the man on whom China is relying to quell the pro-democracy demonstrations in Hong Kong. He has also become a main target of the protest."	"CHN"	1
3123317	"en_USA_nytime_int"	"2014-10-01 13:34:31"	"For Hong Kong Leader, Pressure Builds From Both Sides"	"Leung Chun-ying is the man on whom China is relying to quell the pro-democracy demonstrations in Hong Kong. He has also become a main target of the protest."	"HKG"	1
3123318	"en_USA_nytime_int"	"2014-10-01 13:34:31"	"Sinosphere Blog: Message for Beijing Hidden in a Hong Kong Street Poem"	"On a busy street in Hong Kong, a poem carried a hidden message for the Communist Party as democracy demonstrations shook the city."	"CHN"	1
3123318	"en_USA_nytime_int"	"2014-10-01 13:34:31"	"Sinosphere Blog: Message for Beijing Hidden in a Hong Kong Street Poem"	"On a busy street in Hong Kong, a poem carried a hidden message for the Communist Party as democracy demonstrations shook the city."	"HKG"	1
3123319	"en_USA_nytime_int"	"2014-10-01 13:34:31"	"12 Killed in Collision of Express Trains in Northern India"	"At least 40 people were injured in the crash in Uttar Pradesh on Tuesday night, according to railway officials."	"IND"	1
3123899	"en_USA_nytime_int"	"2014-10-01 14:34:32"	"Detentions of Hong Kong Protest Sympathizers Reported in Mainland"	"The Chinese authorities have detained nearly two dozen people in an effort to contain the spread of pro-democracy sentiment, a report said Wednesday."	"CHN"	1
3123899	"en_USA_nytime_int"	"2014-10-01 14:34:32"	"Detentions of Hong Kong Protest Sympathizers Reported in Mainland"	"The Chinese authorities have detained nearly two dozen people in an effort to contain the spread of pro-democracy sentiment, a report said Wednesday."	"HKG"	1
3123900	"en_USA_nytime_int"	"2014-10-01 14:34:32"	"Taliban Stage Attacks One Day After Afghanistan and U.S. Sign Security Deal"	"The attacks on military transport vehicles killed seven Afghan soldiers and wounded nearly 20 others, officials said."	"AFG"	2
3123901	"en_USA_nytime_int"	"2014-10-01 14:34:32"	"For Mainland Tourists in Hong Kong, Standoff Is Both Inconvenience and Inspiration"	"Visitors have looked on the pro-democracy protests with mixed feelings, but Hong Kong demonstrators say catching their attention is partly the point."	"HKG"	1
3125203	"en_USA_nytime_int"	"2014-10-01 16:34:34"	"David Cameron, With Eye on Next Election, Tries to Rouse His Base"	"The British prime minister promised tax cuts, new “starter homes” for first-time buyers under 40 and no spending reductions for the National Health Service."	"GBR"	2
3125204	"en_USA_nytime_int"	"2014-10-01 16:34:34"	"Taliban Stage Attacks on Day After Afghanistan and U.S. Sign Security Deal"	"The strikes on military transport vehicles killed seven Afghan soldiers and wounded nearly 20 others, officials said."	"AFG"	2
3125889	"en_USA_nytime_int"	"2014-10-01 17:34:35"	"Letter From India: Indians Adoring Modi From Afar"	"The largely liberal Hindu diaspora that cheered for the Indian prime minister in New York backs a different set of values in the country where they were born."	"IND"	4
3125889	"en_USA_nytime_int"	"2014-10-01 17:34:35"	"Letter From India: Indians Adoring Modi From Afar"	"The largely liberal Hindu diaspora that cheered for the Indian prime minister in New York backs a different set of values in the country where they were born."	"USA"	1
3125891	"en_USA_nytime_int"	"2014-10-01 17:34:35"	"British Leader, With Eye on Next Election, Tries to Rouse Conservative Party"	"Prime Minister David Cameron promised tax cuts, new “starter homes” for first-time buyers under 40 and no spending reductions for the National Health Service."	"GBR"	2
3126581	"en_USA_nytime_int"	"2014-10-01 18:34:36"	"Ebola Overwhelming West Africa Communities"	"Ebola is sweeping into areas of West Africa that had been largely spared the onslaught and are not in the least prepared for it."	""	NA
3126582	"en_USA_nytime_int"	"2014-10-01 18:34:36"	"In Indonesia, Stage Is Set for Battle Over Future of Democracy"	"The new Indonesian Parliament opened on Wednesday, under the control of political forces seeking to limit democracy and thwart the president-elect, Joko Widodo."	"IDN"	3
3126583	"en_USA_nytime_int"	"2014-10-01 18:34:36"	"Hong Kong Students Take Lead in Campaign for Democracy"	"Young activists represent a troubling confirmation for the authorities that the first generation in Hong Kong to grow up under Chinese rule is also the one most alienated from Beijing’s influence."	"CHN"	2
3126583	"en_USA_nytime_int"	"2014-10-01 18:34:36"	"Hong Kong Students Take Lead in Campaign for Democracy"	"Young activists represent a troubling confirmation for the authorities that the first generation in Hong Kong to grow up under Chinese rule is also the one most alienated from Beijing’s influence."	"HKG"	1
3127210	"en_USA_nytime_int"	"2014-10-01 19:34:37"	"Charges Dropped Against British Terrorism Suspect"	"Moazzam Begg, 46, had been held since March after being accused of aiding terrorist groups in Syria; he said he visited the country on humanitarian missions."	"GBR"	1
3127210	"en_USA_nytime_int"	"2014-10-01 19:34:37"	"Charges Dropped Against British Terrorism Suspect"	"Moazzam Begg, 46, had been held since March after being accused of aiding terrorist groups in Syria; he said he visited the country on humanitarian missions."	"SYR"	1
3127211	"en_USA_nytime_int"	"2014-10-01 19:34:37"	"News Analysis: Australian Premier Moves Swiftly Against ISIS, but Analysts Question Benefits"	"As Prime Minister Tony Abbott responds to President Obama’s call to combat the Islamic State, analysts wonder what Australia has to gain from such a risky operation."	"AUS"	3
3127211	"en_USA_nytime_int"	"2014-10-01 19:34:37"	"News Analysis: Australian Premier Moves Swiftly Against ISIS, but Analysts Question Benefits"	"As Prime Minister Tony Abbott responds to President Obama’s call to combat the Islamic State, analysts wonder what Australia has to gain from such a risky operation."	"USA"	1
3127213	"en_USA_nytime_int"	"2014-10-01 19:34:37"	"Joshua Wong Emerges as Unlikely Teenage Leader in Hong Kong Protests"	"Joshua Wong, a 17-year-old student, has been at the center of the democracy movement as young activists represent a troubling confirmation for officials that their generation is the one most alienated from Beijing."	"CHN"	1
3127213	"en_USA_nytime_int"	"2014-10-01 19:34:37"	"Joshua Wong Emerges as Unlikely Teenage Leader in Hong Kong Protests"	"Joshua Wong, a 17-year-old student, has been at the center of the democracy movement as young activists represent a troubling confirmation for officials that their generation is the one most alienated from Beijing."	"HKG"	1
3128342	"en_USA_nytime_int"	"2014-10-01 21:34:38"	"France Produces ‘No Austerity’ Budget, Defying E.U. Rules"	"The plan defers bringing the budget deficit within a European threshold by two years, as Paris said that a more rapid shift would harm the economy."	"FRA"	2
3128944	"en_USA_nytime_int"	"2014-10-01 22:34:39"	"Liberian Officials Identify Ebola Victim in Texas as Thomas Eric Duncan"	"Senior Liberian officials said the man, Thomas Eric Duncan from Monrovia, had helped a woman who had Ebola to the hospital a few days before he left for the United States."	"LBR"	2
3128944	"en_USA_nytime_int"	"2014-10-01 22:34:39"	"Liberian Officials Identify Ebola Victim in Texas as Thomas Eric Duncan"	"Senior Liberian officials said the man, Thomas Eric Duncan from Monrovia, had helped a woman who had Ebola to the hospital a few days before he left for the United States."	"USA"	2
3129570	"en_USA_nytime_int"	"2014-10-01 23:34:41"	"Putin Backs Plan to Isolate Russian Internet as Security Measure"	"Mr. Putin said a plan to isolate the Russian Internet was only intended as a backup security system to keep Russian domains online in a national emergency."	"RUS"	2
3129571	"en_USA_nytime_int"	"2014-10-01 23:34:41"	"ISIS Fighters Overrun Kurdish Village in Syria"	"Islamic State militants advanced to within two miles of the border area’s main town, Kobani, on Tuesday, while in the central Syrian city of Homs, twin car bombings killed at least 45 people."	"SYR"	3
3129573	"en_USA_nytime_int"	"2014-10-01 23:34:41"	"Obama Said to Bring Up Settlements in Netanyahu Meeting"	"In a meeting at the White House, President Obama told Prime Minister Benjamin Netanyahu of Israel that housing plans in East Jerusalem would impede peace efforts, an administration official said."	"ISR"	3
3129573	"en_USA_nytime_int"	"2014-10-01 23:34:41"	"Obama Said to Bring Up Settlements in Netanyahu Meeting"	"In a meeting at the White House, President Obama told Prime Minister Benjamin Netanyahu of Israel that housing plans in East Jerusalem would impede peace efforts, an administration official said."	"USA"	2
3130144	"en_USA_nytime_int"	"2014-10-02 00:34:42"	"Sinosphere Blog: Q. and A.: Scott Moore on Moving China’s Water from South to North"	"Scott Moore, an expert on China’s water policies, discusses why the Chinese government has committed so much money and effort to the South-North Water Diversion Project, which will carry water from the Yangtze River and its tributaries and channel it to northern China, where water shortages are worsening."	"CHN"	2
3130145	"en_USA_nytime_int"	"2014-10-02 00:34:42"	"France Produces a ‘No Austerity’ Budget, Defying E.U. Rules"	"The plan defers bringing the budget deficit within a European threshold until 2017, as Paris said that a more rapid shift would harm the economy."	"FRA"	2
3130146	"en_USA_nytime_int"	"2014-10-02 00:34:42"	"Rocket Attacks on School and Bus in Ukraine Kill 9"	"Witnesses said that a biology teacher, a parent, and a rebel fighter were killed in one attack in Donetsk, which took place on the first day of school."	"UKR"	2
3130147	"en_USA_nytime_int"	"2014-10-02 00:34:42"	"In Dallas Ebola Case, Officials Are Monitoring Children Exposed to Patient"	"Officials said they believed the patient, a Liberian, had come into contact with 12 to 18 people, including five children."	"LBR"	1
3130572	"en_USA_nytime_int"	"2014-10-02 01:34:43"	"In Third Day on Job, Afghan President Digs Into Bank Fraud Case"	"Trying to improve his country’s record against corruption, President Ashraf Ghani ordered a review of a case that saw only a few of the 21 convicted offenders incarcerated."	"AFG"	1
3130573	"en_USA_nytime_int"	"2014-10-02 01:34:43"	"ISIS Takes a Kurdish Village in Syria as Car Bombs Kill Dozens in Homs"	"Islamic State militants swept into a Kurdish village near the Turkish border, while in the western Syrian city of Homs, twin car bombings killed at least 45 people."	"SYR"	3
3130573	"en_USA_nytime_int"	"2014-10-02 01:34:43"	"ISIS Takes a Kurdish Village in Syria as Car Bombs Kill Dozens in Homs"	"Islamic State militants swept into a Kurdish village near the Turkish border, while in the western Syrian city of Homs, twin car bombings killed at least 45 people."	"TUR"	1
3130972	"en_USA_nytime_int"	"2014-10-02 02:34:44"	"Vatican City Journal: A Papal Decision Leaves Some Feeling Less Than Charitable"	"A decision by the Vatican to take over the business of issuing Papal Blessings has infuriated vendors who have been selling the benedictions for decades."	"VAT"	2
3130974	"en_USA_nytime_int"	"2014-10-02 02:34:44"	"In Japan, Fear and Panic as a Revered Peak Explodes"	"The eruption of Mount Ontake in central Japan on Saturday, which has so far left 47 people dead, took experienced mountaineers and locals by surprise."	"JPN"	1
3131359	"en_USA_nytime_int"	"2014-10-02 03:34:44"	"World Briefing: Mexico: Leader of Cartel Is Captured"	"The leader of one of Mexico’s largest cartels, Héctor Beltrán-Leyva of the Beltrán-Leyva gang, has been captured, the authorities said Wednesday night, giving President Enrique Peña Nieto another high-profile victory against organized crime."	"MEX"	2
3131361	"en_USA_nytime_int"	"2014-10-02 03:34:44"	"World Briefing: Canada: Shipwreck in Arctic Identified"	"The wreck of a ship discovered last month after being trapped in Arctic ice in the 1840s has been identified as the H.M.S. Erebus."	"CAN"	1
3131362	"en_USA_nytime_int"	"2014-10-02 03:34:44"	"World Briefing: Greece: Push for a Confidence Vote"	"The Greek government said Wednesday that it would seek a vote of confidence in Parliament next week in a bid to quash mounting speculation about early elections and to keep flagging economic reforms on track."	"GRC"	2
3131363	"en_USA_nytime_int"	"2014-10-02 03:34:44"	"Egypt Seizes Newspapers to Censor an Article"	"The censorship is another example of restrictions on news media freedom since the military takeover in July 2013 that put Abdel Fattah el-Sisi into power."	"EGY"	1
3131364	"en_USA_nytime_int"	"2014-10-02 03:34:44"	"Netanyahu Sees Arab Alliance Aiding Mideast Peace"	"The Israeli prime minister said he saw promise in an Arab alliance against the Islamic State, but President Obama focused on Israeli settlements as an impediment to Middle East peace."	"ISR"	2
3131364	"en_USA_nytime_int"	"2014-10-02 03:34:44"	"Netanyahu Sees Arab Alliance Aiding Mideast Peace"	"The Israeli prime minister said he saw promise in an Arab alliance against the Islamic State, but President Obama focused on Israeli settlements as an impediment to Middle East peace."	"USA"	1
3131366	"en_USA_nytime_int"	"2014-10-02 03:34:44"	"Despite Truce, Deadly Attacks Persist in Ukraine"	"Witnesses said that a biology teacher, a parent and a rebel fighter were killed in one attack in Donetsk, which took place on the first day of school."	"UKR"	2
3131367	"en_USA_nytime_int"	"2014-10-02 03:34:44"	"Putin Supports Project To ‘Secure’ Russia Internet"	"Mr. Putin said a plan to isolate the Internet in Russia was only intended as a backup security system to keep Russian domains online in a national emergency."	"RUS"	3
3131726	"en_USA_nytime_int"	"2014-10-02 04:34:45"	"U.S. to Increase Production of Experimental Drug, but May Not Meet Demand"	"Despite the new efforts, supplies of the drug, ZMapp, are expected to be limited to hundreds or thousands of treatment courses by early next year, which would not be nearly enough if the epidemic continues to spiral out of control."	""	NA
3131727	"en_USA_nytime_int"	"2014-10-02 04:34:45"	"Ebola Suspected in U.N. Staffer’s Death"	"The victim was Liberian who had worked for the United Nations peacekeeping mission in her country."	"LBR"	1
3131728	"en_USA_nytime_int"	"2014-10-02 04:34:45"	"Man in U.S. With Ebola Had Been Screened to Fly, but System is Spotty"	"Since the Ebola virus began spreading through West Africa, the Centers for Disease Control and Prevention has been pushing the worst-hit countries to implement screening for air passengers."	""	NA
3132452	"en_USA_nytime_int"	"2014-10-02 06:34:46"	"Beijing Warns of ‘Chaos’ if Hong Kong Protests Persist"	"People’s Daily, the main newspaper of the Chinese Communist Party, accused the democracy movement of “blaspheming” the rule of law."	"CHN"	2
3132452	"en_USA_nytime_int"	"2014-10-02 06:34:46"	"Beijing Warns of ‘Chaos’ if Hong Kong Protests Persist"	"People’s Daily, the main newspaper of the Chinese Communist Party, accused the democracy movement of “blaspheming” the rule of law."	"HKG"	1
3132459	"en_USA_nytime_int"	"2014-10-02 06:34:46"	"Protesters in Hong Kong Are Targets of Scrutiny Through Their Phones"	"A fake mobile app, aimed at luring demonstrators, is being used to eavesdrop on individuals and their data, a mobile security company says."	"HKG"	1
3132882	"en_USA_nytime_int"	"2014-10-02 07:34:47"	"Jurors’ Note Hints at Conviction in Blackwater Case"	"Jurors in the trial of Blackwater contractors in a 2007 shooting in Iraq asked the judge whether a firearm charge applied to defendants convicted of involuntary manslaughter."	"IRQ"	1
3133407	"en_USA_nytime_int"	"2014-10-02 08:34:48"	"Satellite Shows North Korea Has Upgraded Launch Station"	"Completion of the yearlong project would give North Korea a facility to test its intercontinental ballistic missile program, analysts said."	"PRK"	1
3136311	"en_USA_nytime_int"	"2014-10-02 13:34:51"	"Hong Kong Protesters Face Tough Choice as China Draws a Hard Line"	"Demonstrators were considering whether to escalate their confrontation Thursday or seek an exit strategy, as China appeared to shut the door on any compromise."	"CHN"	1
3136311	"en_USA_nytime_int"	"2014-10-02 13:34:51"	"Hong Kong Protesters Face Tough Choice as China Draws a Hard Line"	"Demonstrators were considering whether to escalate their confrontation Thursday or seek an exit strategy, as China appeared to shut the door on any compromise."	"HKG"	1
3136312	"en_USA_nytime_int"	"2014-10-02 13:34:51"	"Deadly Blasts in Bulgaria Rip Through Plant Decommissioning Land Mines"	"The explosions took place in one of the poorest areas of Bulgaria, which is the European Union’s poorest member state."	"BGR"	1
3136920	"en_USA_nytime_int"	"2014-10-02 14:34:52"	"E.C.B. Leaves Key Interest Rate Unchanged"	"The decision to keep the benchmark rate at 0.05 percent was a foregone conclusion because the rate is already effectively as low as it can go."	""	NA
3136921	"en_USA_nytime_int"	"2014-10-02 14:34:52"	"U.N. Reports at Least 26,000 Civilian Casualties in Iraq Conflict This Year"	"The toll has accelerated in recent weeks as American and allied warplanes conduct a campaign to contain Islamic State fighters, the world body said."	"IRQ"	1
3136921	"en_USA_nytime_int"	"2014-10-02 14:34:52"	"U.N. Reports at Least 26,000 Civilian Casualties in Iraq Conflict This Year"	"The toll has accelerated in recent weeks as American and allied warplanes conduct a campaign to contain Islamic State fighters, the world body said."	"USA"	1
3137681	"en_USA_nytime_int"	"2014-10-02 15:34:52"	"In New Front Against Islamic State, Dictionary Becomes a Weapon"	"Muslim groups in Europe and beyond are lashing out at the group in protests and on social media, advocating alternative ways to refer to the militants."	""	NA
3137683	"en_USA_nytime_int"	"2014-10-02 15:34:52"	"Lens Blog: A United Ukraine, in Photographs"	"Arthur Bondar has produced a three-part opus on his Ukrainian homeland, portraying it as he remembered it from his childhood, as one."	"UKR"	2
3138402	"en_USA_nytime_int"	"2014-10-02 16:34:54"	"Hong Kong Protesters Face Tough Choice as Officials Draw a Hard Line"	"Demonstrators were considering whether to escalate their confrontation Thursday or seek an exit strategy, as Beijing appeared to shut the door on any compromise."	"CHN"	1
3138402	"en_USA_nytime_int"	"2014-10-02 16:34:54"	"Hong Kong Protesters Face Tough Choice as Officials Draw a Hard Line"	"Demonstrators were considering whether to escalate their confrontation Thursday or seek an exit strategy, as Beijing appeared to shut the door on any compromise."	"HKG"	1
3139156	"en_USA_nytime_int"	"2014-10-02 17:34:55"	"Letter From Europe: British Newspaper Tests Teeth of a New Regulator"	"A new scandal offers the Independent Press Standards Organization the chance to prove it will be far tougher than its predecessor."	"GBR"	1
3139157	"en_USA_nytime_int"	"2014-10-02 17:34:55"	"E.C.B. Leaves Key Interest Rate Unchanged as It Looks to Buy Assets"	"Mario Draghi, the central bank’s president, said the asset purchases would span two years, but he declined to say how big they would be."	""	NA
3139158	"en_USA_nytime_int"	"2014-10-02 17:34:55"	"At Government Site, Protesters in Hong Kong Defy Police"	"After China appeared to shut the door on any compromise, a large crowd of protesters massed around Hong Kong’s main government offices, and the police warned of “serious consequences” if they tried to enter and occupy the complex."	"CHN"	1
3139158	"en_USA_nytime_int"	"2014-10-02 17:34:55"	"At Government Site, Protesters in Hong Kong Defy Police"	"After China appeared to shut the door on any compromise, a large crowd of protesters massed around Hong Kong’s main government offices, and the police warned of “serious consequences” if they tried to enter and occupy the complex."	"HKG"	1
3139878	"en_USA_nytime_int"	"2014-10-02 18:34:55"	"E.C.B. Says Impact of Asset-Buying Plan Will Be ‘Significant,’ but Does Not Detail Size"	"The central bank said it could draw on a pool of 1 trillion euros of securities tied to bank loans, but analysts expect it to buy maybe a fifth of that."	""	NA
